2025-01-05 20:30:16,724 INFO    MainThread:27540 [wandb_setup.py:_flush():68] Current SDK version is 0.19.1
2025-01-05 20:30:16,725 INFO    MainThread:27540 [wandb_setup.py:_flush():68] Configure stats pid to 27540
2025-01-05 20:30:16,725 INFO    MainThread:27540 [wandb_setup.py:_flush():68] Loading settings from C:\Users\matth\.config\wandb\settings
2025-01-05 20:30:16,725 INFO    MainThread:27540 [wandb_setup.py:_flush():68] Loading settings from C:\Users\matth\Documents\projects\LLaMA-AnnotAItor\training\wandb\settings
2025-01-05 20:30:16,725 INFO    MainThread:27540 [wandb_setup.py:_flush():68] Loading settings from environment variables
2025-01-05 20:30:16,725 INFO    MainThread:27540 [wandb_init.py:_log_setup():528] Logging user logs to C:\Users\matth\Documents\projects\LLaMA-AnnotAItor\training\wandb\run-20250105_203016-htnjutce\logs\debug.log
2025-01-05 20:30:16,725 INFO    MainThread:27540 [wandb_init.py:_log_setup():529] Logging internal logs to C:\Users\matth\Documents\projects\LLaMA-AnnotAItor\training\wandb\run-20250105_203016-htnjutce\logs\debug-internal.log
2025-01-05 20:30:16,725 INFO    MainThread:27540 [wandb_init.py:init():644] calling init triggers
2025-01-05 20:30:16,725 INFO    MainThread:27540 [wandb_init.py:init():650] wandb.init called with sweep_config: {}
config: {'model_name': 'mistralai/Mistral-7B-v0.1', 'lora_r': 8, 'lora_alpha': 32, 'batch_size': 2, 'learning_rate': 0.0002, 'epochs': 1, 'training_samples': 1000, 'validation_samples': 100}
2025-01-05 20:30:16,725 INFO    MainThread:27540 [wandb_init.py:init():680] starting backend
2025-01-05 20:30:16,725 INFO    MainThread:27540 [wandb_init.py:init():684] sending inform_init request
2025-01-05 20:30:16,744 INFO    MainThread:27540 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=spawn, using: spawn
2025-01-05 20:30:16,745 INFO    MainThread:27540 [wandb_init.py:init():697] backend started and connected
2025-01-05 20:30:16,747 INFO    MainThread:27540 [wandb_init.py:init():790] updated telemetry
2025-01-05 20:30:16,800 INFO    MainThread:27540 [wandb_init.py:init():822] communicating run to backend with 90.0 second timeout
2025-01-05 20:30:17,017 INFO    MainThread:27540 [wandb_init.py:init():874] starting run threads in backend
2025-01-05 20:30:17,313 INFO    MainThread:27540 [wandb_run.py:_console_start():2374] atexit reg
2025-01-05 20:30:17,313 INFO    MainThread:27540 [wandb_run.py:_redirect():2224] redirect: wrap_raw
2025-01-05 20:30:17,314 INFO    MainThread:27540 [wandb_run.py:_redirect():2289] Wrapping output streams.
2025-01-05 20:30:17,314 INFO    MainThread:27540 [wandb_run.py:_redirect():2314] Redirects installed.
2025-01-05 20:30:17,319 INFO    MainThread:27540 [wandb_init.py:init():916] run started, returning control to user process
2025-01-05 20:30:17,326 WARNING MsgRouterThr:27540 [router.py:message_loop():75] message_loop has been closed
